Clusters,Time (sec),Homogeneity Score,Completeness Score,V-Measure Score,Adjusted Rand Score,Adjusted Mutual Information Score,Silhouette Score,Accuracy Score
2,2.7014994621276855,0.0025222692604791323,0.0031353630264617013,0.002795596949749192,0.03385415547148512,0.0027768359728301225,0.6366849447323368,0.7821565010240693
