Clusters,Time (sec),Homogeneity Score,Completeness Score,V-Measure Score,Adjusted Rand Score,Adjusted Mutual Information Score,Silhouette Score,Accuracy Score,Sum of Squared Distances
2,0.13201498985290527,0.0031128636538832765,0.003830275733488746,0.0034345057617059097,0.03777393803097681,0.0034158420878281325,0.6362177370074162,0.7823017590749968,2170403.9941844624
