Clusters,Time (sec),Homogeneity Score,Completeness Score,V-Measure Score,Adjusted Rand Score,Adjusted Mutual Information Score,Silhouette Score,Accuracy Score,Sum of Squared Distances
2,0.05288195610046387,0.008061321708489519,0.009200591535527604,0.00859336126046168,0.033842840630276226,0.008448862292274628,0.37965107301415396,0.3813469675599436,65762.78927318977
